"withinblocktrial","block","block_repetition","rt","resp","cor","cresp","conf_press","cj","rtconf","coherence","metacognition","slow_trial","manipulation","sub","age","gender","handedness","X","batch","check1","check2","check3","check4"
40,4,1,1.16820770000049,"['n']",1,"right","['e']",0,0.136519699999553,0.1,0,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
41,4,1,1.11790699999983,"['n']",0,"left","['e']",0,0.152855899999849,0.1,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
42,4,1,1.68460070000037,"['n']",1,"right","['u']",1,0.161706200000481,0.4,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
43,4,1,1.6664626999991,"['n']",1,"right","['u']",1,0.555568899999344,0.2,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
44,4,1,2.21714599999905,"['c']",0,"right","['e']",0,0.126659800000198,0.4,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
45,4,1,0.834786999999778,"['c']",1,"left","['e']",0,0.218850900000689,0.4,0,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
46,4,1,0.949676899999758,"['n']",1,"right","['u']",1,0.175326500000665,0.4,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
47,4,1,1.48306410000077,"['c']",0,"right","['u']",1,0.639710200000991,0.4,0,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
48,4,1,1.06734830000096,"['c']",1,"left","['u']",1,0.1736535,0.2,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
49,4,1,1.18513000000166,"['n']",1,"right","['u']",1,0.153581399999894,0.2,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
50,4,1,1.95061680000072,"['n']",1,"right","['u']",1,0.200817900000402,0.2,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
51,4,1,0.88392599999861,"['n']",1,"right","['e']",0,0.175188600000183,0.4,0,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
52,4,1,1.13458300000093,"['c']",1,"left","['u']",1,0.237791800000196,0.2,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
53,4,1,1.26789250000002,"['c']",1,"left","['u']",1,0.53154369999902,0.4,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
54,4,1,3.45042069999909,"['c']",1,"left","['e']",0,0.85486900000069,0.1,0,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
55,4,1,1.13449819999914,"['c']",0,"right","['e']",0,0.20203439999932,0.1,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
56,4,1,1.55108399999881,"['n']",0,"left","['u']",1,0.151154300001508,0.1,0,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
57,4,1,0.651658900000257,"['c']",1,"left","['u']",1,0.488756200000353,0.4,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
58,4,1,3.03449849999924,"['c']",1,"left","['e']",0,0.318465300000753,0.1,0,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
59,4,1,0.816559400000187,"['n']",1,"right","['u']",1,0.148008400001345,0.4,1,0,"AccFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
1,5,1,2.10035379999863,"['n']",0,"left","['e']",0,0.631835000000137,0.1,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
2,5,1,2.08460889999878,"['c']",0,"right","['e']",0,0.73363529999915,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
3,5,1,1.33278980000068,"['c']",1,"left","['u']",1,0.478376099999878,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
4,5,1,1.36686159999954,"['n']",1,"right","['u']",1,0.342562900001212,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
5,5,1,1.93286070000067,"['c']",0,"right","['u']",1,0.190090699999928,0.4,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
6,5,1,1.46735919999992,"['c']",1,"left","['e']",0,0.334812400000374,0.4,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
7,5,1,3.23234620000039,"['c']",1,"left","['u']",1,0.483897800000705,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
8,5,1,0.984338399999615,"['c']",1,"left","['u']",1,0.218908400000146,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
9,5,1,1.00127969999994,"['n']",1,"right","['u']",1,0.427851999998893,0.1,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
10,5,1,1.2826737000014,"['c']",0,"right","['u']",1,0.2828970999999,0.1,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
11,5,1,0.866807499998686,"['c']",1,"left","['u']",1,0.207202700001289,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
12,5,1,0.684953699999824,"['n']",1,"right","['u']",1,0.301408399998763,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
13,5,1,0.866820299999745,"['c']",0,"right","['u']",1,0.32195049999973,0.1,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
14,5,1,1.18461449999995,"['n']",0,"left","['u']",1,0.279591099999379,0.1,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
15,5,1,1.40097439999954,"['c']",1,"left","['u']",1,0.310595300001296,0.1,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
16,5,1,1.08314640000026,"['c']",0,"right","['u']",1,0.289837700000135,0.1,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
17,5,1,0.74991129999944,"['c']",1,"left","['u']",1,0.138724000000366,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
18,5,1,0.599730699999782,"['c']",1,"left","['u']",1,0.143919600001027,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
19,5,1,1.03486010000051,"['n']",1,"right","['u']",1,0.0996180000001914,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
20,5,1,1.0666970000002,"['c']",1,"left","['u']",1,0.118842999998378,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
21,5,1,0.933247599999959,"['n']",1,"right","['u']",1,0.223545099999683,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
22,5,1,1.00094790000003,"['c']",1,"left","['u']",1,0.112268299999414,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
23,5,1,0.650780600000871,"['c']",0,"right","['u']",1,0.147974900000918,0.1,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
24,5,1,0.534336999999141,"['c']",1,"left","['u']",1,0.154926199998954,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
25,5,1,0.866224299999885,"['c']",1,"left","['u']",1,0.245214800001122,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
26,5,1,0.667806900000869,"['c']",1,"left","['u']",1,0.226913100001184,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
27,5,1,0.634772800000064,"['n']",1,"right","['u']",1,0.162970199999108,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
28,5,1,0.618272699999579,"['c']",0,"right","['u']",1,0.133789499999693,0.4,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
29,5,1,1.16800279999916,"['c']",1,"left","['u']",1,0.2122918999994,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
30,5,1,0.433915900001011,"['n']",1,"right","['u']",1,0.22058140000081,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
31,5,1,0.582311500000287,"['c']",0,"right","['u']",1,0.207405999999537,0.1,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
32,5,1,2.68337480000082,"['c']",1,"left","['u']",1,0.382752600000458,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
33,5,1,0.93410479999875,"['n']",1,"right","['u']",1,0.155502600000545,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
34,5,1,0.684413399998448,"['c']",1,"left","['u']",1,0.188725300000442,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
35,5,1,0.766769700001532,"['n']",1,"right","['u']",1,0.153321499999947,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
36,5,1,1.36746970000058,"['c']",0,"right","['u']",1,0.142324600001302,0.2,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
37,5,1,0.668171999999686,"['c']",0,"right","['u']",1,0.129690499999924,0.4,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
38,5,1,3.56671760000063,"['c']",0,"right","['e']",0,0.879462500000955,0.1,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
39,5,1,0.784175200000391,"['c']",1,"left","['u']",1,0.287033399999927,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
40,5,1,0.733810800000356,"['n']",1,"right","['u']",1,0.152679500000886,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
41,5,1,2.86804609999854,"['n']",1,"right","['e']",0,0.786640199999965,0.1,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
42,5,1,2.35080220000054,"['c']",1,"left","['e']",0,0.792114800000491,0.1,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
43,5,1,0.68373849999989,"['n']",1,"right","['u']",1,0.143191200000729,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
44,5,1,0.851447000000917,"['c']",1,"left","['u']",1,0.218996399999014,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
45,5,1,3.48371090000001,"['c']",0,"right","['e']",0,0.345975300000646,0.1,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
46,5,1,1.98341620000065,"['c']",1,"left","['e']",0,0.175285699999222,0.1,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
47,5,1,1.26568399999996,"['c']",1,"left","['u']",1,0.10490369999934,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
48,5,1,0.567013300000326,"['c']",1,"left","['u']",1,0.208583700001327,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
49,5,1,0.633859699999448,"['c']",1,"left","['u']",1,0.144281699998828,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
50,5,1,0.801658299998962,"['c']",1,"left","['u']",1,0.156847500000367,0.1,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
51,5,1,0.684456800001499,"['n']",1,"right","['u']",1,0.141927900000155,0.1,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
52,5,1,0.950353300000643,"['n']",0,"left","['u']",1,0.165459300000293,0.1,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
53,5,1,0.967822200000228,"['n']",0,"left","['u']",1,0.154062900001009,0.1,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
54,5,1,3.66677190000155,"['c']",1,"left","['e']",0,0.483746800000517,0.2,0,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
55,5,1,0.952042500000971,"['n']",1,"right","['u']",1,0.124609399999827,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
56,5,1,0.583950800000821,"['n']",1,"right","['u']",1,0.147095800000898,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
57,5,1,0.984333399999741,"['n']",1,"right","['u']",1,0.136202600000615,0.1,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
58,5,1,0.584330399999089,"['n']",1,"right","['u']",1,0.173678200000722,0.2,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
59,5,1,0.468337800000882,"['n']",1,"right","['u']",1,0.166474499999822,0.4,1,0,"AccAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
0,6,1,1.48356419999982,"['n']",1,"right","['u']",1,0.115694699999949,0.2,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
1,6,1,0.6167645000005,"['c']",1,"left","['e']",0,0.200268000000506,0.1,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
2,6,1,0.532355400000597,"['n']",0,"left","['u']",1,0.190173200000572,0.2,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
3,6,1,0.469353599999522,"['c']",1,"left","['u']",1,0.149173100000553,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
4,6,1,0.668168300000616,"['c']",1,"left","['u']",1,0.1024970999988,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
5,6,1,0.517335700000331,"['c']",0,"right","['u']",1,0.143946599999254,0.4,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
6,6,1,0.484496400000353,"['c']",0,"right","['u']",1,0.138148199999705,0.2,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
7,6,1,1.01655070000015,"['n']",1,"right","['u']",1,0.190493199999764,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
8,6,1,0.816410800000085,"['n']",0,"left","['u']",1,0.184389300000475,0.1,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
9,6,1,0.699956700000257,"['c']",1,"left","['u']",1,0.119098999999551,0.2,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
10,6,1,0.601410899998882,"['n']",1,"right","['u']",1,0.140766399999848,0.2,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
11,6,1,0.717239300000074,"['n']",0,"left","['u']",1,0.141584599999987,0.2,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
12,6,1,0.966757399999551,"['c']",1,"left","['u']",1,0.164650700000493,0.1,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
13,6,1,0.584344000000783,"['n']",1,"right","['u']",1,0.120463799999925,0.1,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
14,6,1,0.534114199999749,"['c']",0,"right","['u']",1,0.20906769999965,0.2,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
15,6,1,0.501169900000605,"['n']",1,"right","['u']",1,0.118186800000331,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
16,6,1,0.600491399998646,"['c']",1,"left","['u']",1,0.141003599999749,0.1,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
17,6,1,0.600657699998919,"['n']",0,"left","['u']",1,0.128534299999956,0.1,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
18,6,1,0.486129800001436,"['c']",1,"left","['e']",0,0.234133699999802,0.4,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
19,6,1,0.632893400001194,"['n']",0,"left","['u']",1,0.137750199999573,0.1,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
20,6,1,0.968023499999617,"['c']",1,"left","['e']",0,0.560001100000591,0.1,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
21,6,1,0.617302900000141,"['n']",1,"right","['u']",1,0.117047100000491,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
22,6,1,0.515948700000081,"['c']",1,"left","['e']",0,0.205758500000229,0.2,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
23,6,1,0.483772800000224,"['n']",1,"right","['u']",1,0.132200399999419,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
24,6,1,0.517240999999558,"['c']",1,"left","['u']",1,0.0918136000000231,0.1,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
25,6,1,0.584968900000604,"['n']",0,"left","['e']",0,1.42746380000062,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
26,6,1,0.733753999998953,"['n']",1,"right","['u']",1,0.112396399999852,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
27,6,1,0.484657599999991,"['c']",1,"left","['u']",1,0.106267600000137,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
28,6,1,0.483938600000329,"['n']",1,"right","['u']",1,0.116991799999596,0.2,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
29,6,1,0.484756200001357,"['c']",1,"left","['u']",1,0.127061600000161,0.1,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
30,6,1,0.800467499999286,"['c']",1,"left","['u']",1,0.381028300000253,0.2,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
31,6,1,0.699693799999295,"['n']",1,"right","['u']",1,0.115624500000195,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
32,6,1,1.73447139999917,"['c']",1,"left","['e']",0,0.444053400000485,0.1,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
33,6,1,0.617544200000339,"['n']",1,"right","['u']",1,0.133070699999735,0.1,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
34,6,1,0.749244099999487,"['c']",1,"left","['e']",0,0.836699999999837,0.1,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
35,6,1,2.7666420000005,"['n']",1,"right","['e']",0,0.663169800000105,0.2,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
36,6,1,1.25125500000104,"['n']",0,"left","['e']",0,0.524865900000805,0.1,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
37,6,1,0.966589300000123,"['c']",0,"right","['e']",0,0.484098999999333,0.2,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
38,6,1,0.832997200001046,"['c']",1,"left","['e']",0,0.177982199998951,0.2,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
39,6,1,0.567019299998719,"['n']",1,"right","['u']",1,0.149781099999018,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
40,6,1,1.33221460000095,"['c']",0,"right","['e']",0,0.877771600000415,0.2,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
41,6,1,0.734235399999307,"['c']",0,"right","['e']",0,0.190568199999689,0.1,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
42,6,1,1.09976049999932,"['c']",1,"left","['e']",0,0.38218329999836,0.2,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
43,6,1,0.88181220000115,"['n']",1,"right","['e']",0,0.14254660000006,0.2,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
44,6,1,1.63333989999956,"['c']",1,"left","['e']",0,0.362091200000577,0.4,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
45,6,1,0.750084000001152,"['c']",1,"left","['e']",0,0.208448900000803,0.2,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
46,6,1,0.683488800001214,"['n']",1,"right","['e']",0,0.318879799999195,0.2,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
47,6,1,0.600704200000109,"['c']",1,"left","['u']",1,0.540452999999616,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
48,6,1,0.850050400000327,"['c']",0,"right","['e']",0,0.423465800000486,0.1,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
49,6,1,0.701813299998321,"['n']",1,"right","['e']",0,0.317773599999782,0.4,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
50,6,1,0.666022800000064,"['n']",1,"right","['u']",1,0.168570499999987,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
51,6,1,0.550218599999425,"['n']",1,"right","['u']",1,0.189238700000715,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
52,6,1,0.65044239999952,"['n']",1,"right","['u']",1,0.127092700000503,0.2,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
53,6,1,0.699688500000775,"['n']",1,"right","['u']",1,0.160647799999424,0.2,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
54,6,1,1.33461349999925,"['c']",0,"right","['e']",0,0.566335499999695,0.1,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
55,6,1,0.682869899999787,"['c']",1,"left","['u']",1,0.488094300000739,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
56,6,1,0.86691890000111,"['n']",1,"right","['u']",1,0.116510200001358,0.4,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
57,6,1,0.550188100000014,"['c']",1,"left","['e']",0,0.203905899999882,0.1,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
58,6,1,1.28265529999953,"['c']",1,"left","['e']",0,0.210197399999743,0.1,0,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
59,6,1,0.834611000000223,"['c']",0,"right","['e']",0,0.170542800000476,0.1,1,0,"FastAcc",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
0,7,1,1.85128769999938,"['n']",0,"left","['e']",0,0.723920999998882,0.1,1,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
1,7,1,0.61633780000011,"['c']",1,"left","['u']",1,0.577522100000351,0.4,1,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
2,7,1,0.766799000000901,"['n']",1,"right","['u']",1,0.174089199999798,0.4,1,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
3,7,1,0.534660900000745,"['c']",0,"right","['u']",1,0.116067799999655,0.1,0,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
4,7,1,0.401083700000527,"['n']",1,"right","['u']",1,0.145634300000893,0.2,1,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
5,7,1,0.650784899999053,"['c']",1,"left","['e']",0,0.180056799999875,0.2,0,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
6,7,1,0.834749100000408,"['c']",0,"right","['u']",1,0.205383799999254,0.4,0,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
7,7,1,0.733176199999434,"['c']",1,"left","['u']",1,0.507404199999655,0.4,1,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
8,7,1,0.534695899999861,"['n']",1,"right","['u']",1,0.163262099998974,0.1,1,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
9,7,1,0.967039199998908,"['c']",1,"left","['u']",1,0.361210299999584,0.1,1,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
10,7,1,1.25113599999895,"['c']",0,"right","['e']",0,0.666645400000561,0.1,1,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
11,7,1,0.834439800000837,"['c']",1,"left","['u']",1,0.38520360000075,0.4,1,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
12,7,1,0.699975499999709,"['c']",1,"left","['u']",1,0.184867600000871,0.2,1,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
13,7,1,0.534203600000183,"['c']",0,"right","['e']",0,2.97439499999928,0.1,1,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
14,7,1,0.817257699998663,"['c']",1,"left","['u']",1,0.313020300000062,0.4,1,0,"FastFast",39,18,"Woman","Right",NA,3,TRUE,TRUE,TRUE,TRUE
